SA2_MAINCODE_2016,SA2_NAME_2016,RA_CODE_2016,RA_NAME_2016,RATIO,PERCENTAGE
401011001,Adelaide,40,Major Cities of Australia,1,100
401011002,North Adelaide,40,Major Cities of Australia,1,100
401021003,Adelaide Hills,40,Major Cities of Australia,0.1116163,11.1616259
401021003,Adelaide Hills,41,Inner Regional Australia,0.8883837,88.8383741
401021004,Aldgate - Stirling,40,Major Cities of Australia,0.9389497,93.8949684
401021004,Aldgate - Stirling,41,Inner Regional Australia,0.0610503,6.1050316
401021005,Hahndorf - Echunga,41,Inner Regional Australia,1,100
401021006,Lobethal - Woodside,41,Inner Regional Australia,1,100
401021007,Mount Barker,41,Inner Regional Australia,1,100
401021008,Mount Barker Region,41,Inner Regional Australia,1,100
401021009,Nairne,41,Inner Regional Australia,1,100
401021010,Uraidla - Summertown,40,Major Cities of Australia,0.7675966,76.7596585
401021010,Uraidla - Summertown,41,Inner Regional Australia,0.2324034,23.2403415
401031011,Burnside - Wattle Park,40,Major Cities of Australia,1,100
401031012,Glenside - Beaumont,40,Major Cities of Australia,1,100
401031013,Toorak Gardens,40,Major Cities of Australia,1,100
401041014,Athelstone,40,Major Cities of Australia,1,100
401041015,Paradise - Newton,40,Major Cities of Australia,1,100
401041016,Rostrevor - Magill,40,Major Cities of Australia,1,100
401051017,Norwood (SA),40,Major Cities of Australia,1,100
401051018,Payneham - Felixstow,40,Major Cities of Australia,1,100
401051019,St Peters - Marden,40,Major Cities of Australia,1,100
401061020,Nailsworth - Broadview,40,Major Cities of Australia,1,100
401061021,Prospect,40,Major Cities of Australia,1,100
401061022,Walkerville,40,Major Cities of Australia,1,100
401071023,Goodwood - Millswood,40,Major Cities of Australia,1,100
401071024,Unley - Parkside,40,Major Cities of Australia,1,100
402011025,Gawler - North,40,Major Cities of Australia,0.8740072,87.4007178
402011025,Gawler - North,41,Inner Regional Australia,0.1259928,12.5992822
402011026,Gawler - South,40,Major Cities of Australia,1,100
402011027,Lewiston - Two Wells,41,Inner Regional Australia,1,100
402021028,Craigmore - Blakeview,40,Major Cities of Australia,1,100
402021029,Davoren Park,40,Major Cities of Australia,1,100
402021030,Elizabeth,40,Major Cities of Australia,1,100
402021031,Elizabeth East,40,Major Cities of Australia,1,100
402021032,Munno Para West - Angle Vale,40,Major Cities of Australia,1,100
402021033,One Tree Hill,40,Major Cities of Australia,0.3376828,33.7682844
402021033,One Tree Hill,41,Inner Regional Australia,0.6623172,66.2317156
402021034,Smithfield - Elizabeth North,40,Major Cities of Australia,1,100
402021035,Virginia - Waterloo Corner,40,Major Cities of Australia,0.6225338,62.2533808
402021035,Virginia - Waterloo Corner,41,Inner Regional Australia,0.3774662,37.7466192
402031036,Enfield - Blair Athol,40,Major Cities of Australia,1,100
402031037,Northgate - Oakden - Gilles Plains,40,Major Cities of Australia,1,100
402031038,Windsor Gardens,40,Major Cities of Australia,1,100
402041039,Dry Creek - North,40,Major Cities of Australia,1,100
402041040,Ingle Farm,40,Major Cities of Australia,1,100
402041041,Para Hills,40,Major Cities of Australia,1,100
402041042,Parafield,40,Major Cities of Australia,1,100
402041043,Parafield Gardens,40,Major Cities of Australia,1,100
402041044,Paralowie,40,Major Cities of Australia,1,100
402041046,Salisbury,40,Major Cities of Australia,1,100
402041047,Salisbury East,40,Major Cities of Australia,1,100
402041048,Salisbury North,40,Major Cities of Australia,1,100
402041171,Mawson Lakes - Globe Derby Park,40,Major Cities of Australia,1,100
402041172,Pooraka - Cavan,40,Major Cities of Australia,1,100
402051049,Golden Grove,40,Major Cities of Australia,1,100
402051050,Greenwith,40,Major Cities of Australia,1,100
402051051,Highbury - Dernancourt,40,Major Cities of Australia,1,100
402051052,Hope Valley - Modbury,40,Major Cities of Australia,1,100
402051053,Modbury Heights,40,Major Cities of Australia,1,100
402051054,Redwood Park,40,Major Cities of Australia,1,100
402051055,St Agnes - Ridgehaven,40,Major Cities of Australia,1,100
403011056,Brighton (SA),40,Major Cities of Australia,1,100
403011057,Glenelg (SA),40,Major Cities of Australia,1,100
403021058,Edwardstown,40,Major Cities of Australia,1,100
403021059,Hallett Cove,40,Major Cities of Australia,1,100
403021060,Marino - Seaview Downs,40,Major Cities of Australia,1,100
403021061,Mitchell Park,40,Major Cities of Australia,1,100
403021062,Morphettville,40,Major Cities of Australia,1,100
403021063,Sheidow Park - Trott Park,40,Major Cities of Australia,1,100
403021064,Warradale,40,Major Cities of Australia,1,100
403031065,Belair,40,Major Cities of Australia,1,100
403031066,Bellevue Heights,40,Major Cities of Australia,1,100
403031067,Blackwood,40,Major Cities of Australia,1,100
403031068,Colonel Light Gardens,40,Major Cities of Australia,1,100
403031069,Mitcham (SA),40,Major Cities of Australia,1,100
403031070,Panorama,40,Major Cities of Australia,1,100
403041071,Aberfoyle Park,40,Major Cities of Australia,1,100
403041072,Aldinga,40,Major Cities of Australia,1,100
403041073,Christie Downs,40,Major Cities of Australia,1,100
403041074,Christies Beach,40,Major Cities of Australia,1,100
403041075,Clarendon,40,Major Cities of Australia,0.2024748,20.2474765
403041075,Clarendon,41,Inner Regional Australia,0.7975252,79.7525235
403041076,Coromandel Valley,40,Major Cities of Australia,1,100
403041077,Flagstaff Hill,40,Major Cities of Australia,1,100
403041078,Hackham - Onkaparinga Hills,40,Major Cities of Australia,1,100
403041079,Hackham West - Huntfield Heights,40,Major Cities of Australia,1,100
403041080,Happy Valley,40,Major Cities of Australia,1,100
403041081,Happy Valley Reservoir,40,Major Cities of Australia,1,100
403041082,Lonsdale,40,Major Cities of Australia,1,100
403041083,McLaren Vale,40,Major Cities of Australia,0.6627398,66.2739793
403041083,McLaren Vale,41,Inner Regional Australia,0.3372602,33.7260207
403041084,Morphett Vale - East,40,Major Cities of Australia,1,100
403041085,Morphett Vale - West,40,Major Cities of Australia,1,100
403041086,Reynella,40,Major Cities of Australia,1,100
403041087,Seaford (SA),40,Major Cities of Australia,1,100
403041088,Willunga,40,Major Cities of Australia,0.8039332,80.3933177
403041088,Willunga,41,Inner Regional Australia,0.1960668,19.6066823
403041089,Woodcroft,40,Major Cities of Australia,1,100
404011090,Beverley,40,Major Cities of Australia,1,100
404011091,Flinders Park,40,Major Cities of Australia,1,100
404011092,Henley Beach,40,Major Cities of Australia,1,100
404011093,Hindmarsh - Brompton,40,Major Cities of Australia,1,100
404011094,Royal Park - Hendon - Albert Park,40,Major Cities of Australia,1,100
404011095,Seaton - Grange,40,Major Cities of Australia,1,100
404011096,West Lakes,40,Major Cities of Australia,1,100
404011097,Woodville - Cheltenham,40,Major Cities of Australia,1,100
404021098,Dry Creek - South,40,Major Cities of Australia,1,100
404021099,Largs Bay - Semaphore,40,Major Cities of Australia,1,100
404021100,North Haven,40,Major Cities of Australia,1,100
404021101,Port Adelaide,40,Major Cities of Australia,1,100
404021102,The Parks,40,Major Cities of Australia,1,100
404021103,Torrens Island,40,Major Cities of Australia,1,100
404031104,Adelaide Airport,40,Major Cities of Australia,1,100
404031105,Fulham,40,Major Cities of Australia,1,100
404031106,Lockleys,40,Major Cities of Australia,1,100
404031107,Plympton,40,Major Cities of Australia,1,100
404031108,Richmond (SA),40,Major Cities of Australia,1,100
404031109,West Beach,40,Major Cities of Australia,1,100
405011110,Barossa - Angaston,41,Inner Regional Australia,1,100
405011111,Light,41,Inner Regional Australia,1,100
405011112,Lyndoch,41,Inner Regional Australia,1,100
405011113,Mallala,41,Inner Regional Australia,1,100
405011114,Nuriootpa,41,Inner Regional Australia,1,100
405011115,Tanunda,41,Inner Regional Australia,1,100
405021116,Clare,41,Inner Regional Australia,0.8239072,82.3907197
405021116,Clare,42,Outer Regional Australia,0.1760928,17.6092803
405021117,Gilbert Valley,41,Inner Regional Australia,0.7521543,75.2154315
405021117,Gilbert Valley,42,Outer Regional Australia,0.2478457,24.7845685
405021118,Goyder,41,Inner Regional Australia,0.2502988,25.0298775
405021118,Goyder,42,Outer Regional Australia,0.7497012,74.9701225
405021119,Wakefield - Barunga West,41,Inner Regional Australia,0.4679953,46.7995263
405021119,Wakefield - Barunga West,42,Outer Regional Australia,0.5320047,53.2004737
405031120,Jamestown,42,Outer Regional Australia,1,100
405031121,Peterborough - Mount Remarkable,42,Outer Regional Australia,1,100
405031122,Port Pirie,42,Outer Regional Australia,1,100
405031123,Port Pirie Region,42,Outer Regional Australia,1,100
405041124,Kadina,42,Outer Regional Australia,1,100
405041125,Moonta,42,Outer Regional Australia,1,100
405041126,Wallaroo,42,Outer Regional Australia,1,100
405041127,Yorke Peninsula - North,42,Outer Regional Australia,1,100
405041128,Yorke Peninsula - South,43,Remote Australia,1,100
406011129,Ceduna,44,Very Remote Australia,1,100
406011130,Eyre Peninsula,43,Remote Australia,1,100
406011131,Kimba - Cleve - Franklin Harbour,42,Outer Regional Australia,0.069136,6.9135997
406011131,Kimba - Cleve - Franklin Harbour,43,Remote Australia,0.930864,93.0864003
406011132,Le Hunte - Elliston,43,Remote Australia,0.1739514,17.3951408
406011132,Le Hunte - Elliston,44,Very Remote Australia,0.8260486,82.6048592
406011133,Port Lincoln,43,Remote Australia,1,100
406011134,West Coast (SA),43,Remote Australia,0.2768795,27.6879473
406011134,West Coast (SA),44,Very Remote Australia,0.7231205,72.3120527
406011135,Western,44,Very Remote Australia,1,100
406011136,Whyalla,42,Outer Regional Australia,1,100
406011137,Whyalla - North,42,Outer Regional Australia,1,100
406021138,APY Lands,44,Very Remote Australia,1,100
406021139,Coober Pedy,44,Very Remote Australia,1,100
406021140,Quorn - Lake Gilles,42,Outer Regional Australia,0.9183869,91.8386869
406021140,Quorn - Lake Gilles,43,Remote Australia,0.0816131,8.1613131
406021141,Outback,43,Remote Australia,0.1696411,16.9641121
406021141,Outback,44,Very Remote Australia,0.8303589,83.0358879
406021142,Port Augusta,42,Outer Regional Australia,1,100
406021143,Roxby Downs,43,Remote Australia,1,100
407011144,Goolwa - Port Elliot,41,Inner Regional Australia,1,100
407011145,Kangaroo Island,43,Remote Australia,1,100
407011146,Strathalbyn,41,Inner Regional Australia,1,100
407011147,Strathalbyn Region,41,Inner Regional Australia,1,100
407011148,Victor Harbor,41,Inner Regional Australia,1,100
407011149,Yankalilla,41,Inner Regional Australia,1,100
407021150,Grant,42,Outer Regional Australia,1,100
407021151,Kingston - Robe,42,Outer Regional Australia,0.9342635,93.426345
407021151,Kingston - Robe,43,Remote Australia,0.0657365,6.573655
407021152,Millicent,42,Outer Regional Australia,1,100
407021154,Naracoorte,42,Outer Regional Australia,1,100
407021155,Naracoorte Region,42,Outer Regional Australia,1,100
407021156,Penola,42,Outer Regional Australia,1,100
407021157,Tatiara,42,Outer Regional Australia,0.9127659,91.2765935
407021157,Tatiara,43,Remote Australia,0.0872341,8.7234065
407021158,Wattle Range,42,Outer Regional Australia,1,100
407021173,Mount Gambier - East,41,Inner Regional Australia,0.9252565,92.525654
407021173,Mount Gambier - East,42,Outer Regional Australia,0.0747435,7.474346
407021174,Mount Gambier - West,41,Inner Regional Australia,0.8971029,89.7102858
407021174,Mount Gambier - West,42,Outer Regional Australia,0.1028971,10.2897142
407031159,Barmera,42,Outer Regional Australia,1,100
407031160,Berri,42,Outer Regional Australia,1,100
407031161,Karoonda - Lameroo,42,Outer Regional Australia,0.4062295,40.6229502
407031161,Karoonda - Lameroo,43,Remote Australia,0.5937705,59.3770498
407031162,Loxton,42,Outer Regional Australia,1,100
407031163,Loxton Region,42,Outer Regional Australia,1,100
407031164,Mannum,41,Inner Regional Australia,0.875,87.4999971
407031164,Mannum,42,Outer Regional Australia,0.125,12.5000029
407031165,Murray Bridge,41,Inner Regional Australia,1,100
407031166,Murray Bridge Region,41,Inner Regional Australia,1,100
407031167,Renmark,42,Outer Regional Australia,1,100
407031168,Renmark Region,42,Outer Regional Australia,1,100
407031169,The Coorong,41,Inner Regional Australia,0.3573146,35.7314561
407031169,The Coorong,42,Outer Regional Australia,0.6426854,64.2685439
407031170,Waikerie,41,Inner Regional Australia,0.1074667,10.7466683
407031170,Waikerie,42,Outer Regional Australia,0.8925333,89.2533317
501011001,Augusta,51,Inner Regional Australia,0.9298116,92.9811589
501011001,Augusta,52,Outer Regional Australia,0.0701884,7.0188411
501011002,Busselton,51,Inner Regional Australia,1,100
501011003,Busselton Region,51,Inner Regional Australia,1,100
501011004,Margaret River,51,Inner Regional Australia,1,100
501021005,Australind - Leschenault,51,Inner Regional Australia,1,100
501021007,Capel,51,Inner Regional Australia,1,100
501021008,College Grove - Carey Park,51,Inner Regional Australia,1,100
501021009,Collie,51,Inner Regional Australia,1,100
501021010,Dardanup,51,Inner Regional Australia,1,100
501021011,Davenport,51,Inner Regional Australia,1,100
501021012,Eaton - Pelican Point,51,Inner Regional Australia,1,100
501021014,Harvey,51,Inner Regional Australia,1,100
501021015,East Bunbury - Glen Iris,51,Inner Regional Australia,1,100
501021016,Waroona,51,Inner Regional Australia,1,100
501021251,Dalyellup,51,Inner Regional Australia,1,100
501021252,Gelorup - Stratham,51,Inner Regional Australia,1,100
501021253,South Bunbury - Bunbury,51,Inner Regional Australia,1,100
501021254,Withers - Usher,51,Inner Regional Australia,1,100
501031017,Bridgetown - Boyup Brook,51,Inner Regional Australia,0.362949,36.2948958
501031017,Bridgetown - Boyup Brook,52,Outer Regional Australia,0.637051,63.7051042
501031018,Donnybrook - Balingup,51,Inner Regional Australia,1,100
501031019,Manjimup,52,Outer Regional Australia,1,100
501031020,Pemberton,52,Outer Regional Australia,1,100
502011021,Dawesville - Bouvard,50,Major Cities of Australia,0.9384615,93.846153
502011021,Dawesville - Bouvard,51,Inner Regional Australia,0.0615385,6.153847
502011022,Falcon - Wannanup,50,Major Cities of Australia,1,100
502011023,Greenfields,50,Major Cities of Australia,1,100
502011024,Halls Head - Erskine,50,Major Cities of Australia,1,100
502011025,Mandurah,50,Major Cities of Australia,1,100
502011026,Mandurah - East,50,Major Cities of Australia,1,100
502011027,Mandurah - North,50,Major Cities of Australia,1,100
502011028,Mandurah - South,50,Major Cities of Australia,1,100
502011029,Pinjarra,50,Major Cities of Australia,0.6663544,66.6354411
502011029,Pinjarra,51,Inner Regional Australia,0.3336456,33.3645589
503011030,City Beach,50,Major Cities of Australia,1,100
503011031,Claremont (WA),50,Major Cities of Australia,1,100
503011032,Cottesloe,50,Major Cities of Australia,1,100
503011033,Floreat,50,Major Cities of Australia,1,100
503011034,Mosman Park - Peppermint Grove,50,Major Cities of Australia,1,100
503011035,Nedlands - Dalkeith - Crawley,50,Major Cities of Australia,1,100
503011036,Swanbourne - Mount Claremont,50,Major Cities of Australia,1,100
503021037,Kings Park (WA),50,Major Cities of Australia,1,100
503021038,Mount Hawthorn - Leederville,50,Major Cities of Australia,1,100
503021039,Mount Lawley - Inglewood,50,Major Cities of Australia,1,100
503021040,North Perth,50,Major Cities of Australia,1,100
503021041,Perth City,50,Major Cities of Australia,1,100
503021042,Subiaco - Shenton Park,50,Major Cities of Australia,1,100
503021043,Wembley - West Leederville - Glendalough,50,Major Cities of Australia,1,100
504011044,Bassendean - Eden Hill - Ashfield,50,Major Cities of Australia,1,100
504011045,Bayswater - Embleton - Bedford,50,Major Cities of Australia,1,100
504011046,Maylands,50,Major Cities of Australia,1,100
504011047,Morley,50,Major Cities of Australia,1,100
504011048,Noranda,50,Major Cities of Australia,1,100
504021049,Chidlow,51,Inner Regional Australia,1,100
504021050,Glen Forrest - Darlington,50,Major Cities of Australia,1,100
504021051,Helena Valley - Koongamia,50,Major Cities of Australia,1,100
504021052,Malmalling - Reservoir,51,Inner Regional Australia,1,100
504021053,Mundaring,50,Major Cities of Australia,1,100
504021054,Swan View - Greenmount - Midvale,50,Major Cities of Australia,1,100
504031055,Avon Valley National Park,51,Inner Regional Australia,1,100
504031056,Ballajura,50,Major Cities of Australia,1,100
504031057,Beechboro,50,Major Cities of Australia,1,100
504031058,Bullsbrook,50,Major Cities of Australia,0.0762514,7.6251449
504031058,Bullsbrook,51,Inner Regional Australia,0.9237486,92.3748551
504031059,Ellenbrook,50,Major Cities of Australia,1,100
504031060,Gidgegannup,50,Major Cities of Australia,0.1995607,19.9560683
504031060,Gidgegannup,51,Inner Regional Australia,0.8004393,80.0439317
504031061,Hazelmere - Guildford,50,Major Cities of Australia,1,100
504031062,Lockridge - Kiara,50,Major Cities of Australia,1,100
504031063,Malaga,50,Major Cities of Australia,1,100
504031064,Melaleuca - Lexia,50,Major Cities of Australia,1,100
504031065,Middle Swan - Herne Hill,50,Major Cities of Australia,1,100
504031066,Midland - Guildford,50,Major Cities of Australia,1,100
504031067,Stratton - Jane Brook,50,Major Cities of Australia,1,100
504031068,The Vines,50,Major Cities of Australia,0.9159952,91.5995163
504031068,The Vines,51,Inner Regional Australia,0.0840048,8.4004837
504031069,Walyunga National Park,51,Inner Regional Australia,1,100
505011070,Craigie - Beldon,50,Major Cities of Australia,1,100
505011071,Currambine - Kinross,50,Major Cities of Australia,1,100
505011072,Duncraig,50,Major Cities of Australia,1,100
505011073,Greenwood - Warwick,50,Major Cities of Australia,1,100
505011074,Heathridge - Connolly,50,Major Cities of Australia,1,100
505011075,Hillarys,50,Major Cities of Australia,1,100
505011076,Iluka - Burns Beach,50,Major Cities of Australia,1,100
505011077,Joondalup - Edgewater,50,Major Cities of Australia,1,100
505011078,Kingsley,50,Major Cities of Australia,1,100
505011079,Mullaloo - Kallaroo,50,Major Cities of Australia,1,100
505011080,Ocean Reef,50,Major Cities of Australia,1,100
505011081,Padbury,50,Major Cities of Australia,1,100
505011082,Sorrento - Marmion,50,Major Cities of Australia,1,100
505011083,Woodvale,50,Major Cities of Australia,1,100
505021084,Balcatta - Hamersley,50,Major Cities of Australia,1,100
505021085,Balga - Mirrabooka,50,Major Cities of Australia,1,100
505021086,Dianella,50,Major Cities of Australia,1,100
505021087,Herdsman,50,Major Cities of Australia,1,100
505021088,Innaloo - Doubleview,50,Major Cities of Australia,1,100
505021089,Karrinyup - Gwelup - Carine,50,Major Cities of Australia,1,100
505021090,Nollamara - Westminster,50,Major Cities of Australia,1,100
505021091,Osborne Park Industrial,50,Major Cities of Australia,1,100
505021092,Scarborough,50,Major Cities of Australia,1,100
505021093,Stirling - Osborne Park,50,Major Cities of Australia,1,100
505021094,Trigg - North Beach - Watermans Bay,50,Major Cities of Australia,1,100
505021095,Tuart Hill - Joondanna,50,Major Cities of Australia,1,100
505021096,Wembley Downs - Churchlands - Woodlands,50,Major Cities of Australia,1,100
505021097,Yokine - Coolbinia - Menora,50,Major Cities of Australia,1,100
505031098,Alexander Heights - Koondoola,50,Major Cities of Australia,1,100
505031099,Butler - Merriwa - Ridgewood,50,Major Cities of Australia,1,100
505031100,Carramar,50,Major Cities of Australia,1,100
505031101,Clarkson,50,Major Cities of Australia,1,100
505031102,Girrawheen,50,Major Cities of Australia,1,100
505031103,Madeley - Darch - Landsdale,50,Major Cities of Australia,1,100
505031104,Marangaroo,50,Major Cities of Australia,1,100
505031105,Mindarie - Quinns Rocks - Jindalee,50,Major Cities of Australia,1,100
505031106,Neerabup National Park,50,Major Cities of Australia,1,100
505031107,Tapping - Ashby - Sinagra,50,Major Cities of Australia,1,100
505031108,Wanneroo,50,Major Cities of Australia,1,100
505031255,Alkimos - Eglinton,50,Major Cities of Australia,1,100
505031256,Carabooda - Pinjar,50,Major Cities of Australia,0.8614128,86.1412757
505031256,Carabooda - Pinjar,51,Inner Regional Australia,0.1385872,13.8587243
505031257,Two Rocks,51,Inner Regional Australia,1,100
505031258,Yanchep,50,Major Cities of Australia,1,100
506011110,Armadale - Wungong - Brookdale,50,Major Cities of Australia,1,100
506011111,Ashendon - Lesley,51,Inner Regional Australia,1,100
506011112,Camillo - Champion Lakes,50,Major Cities of Australia,1,100
506011113,Forrestdale - Harrisdale - Piara Waters,50,Major Cities of Australia,1,100
506011114,Kelmscott,50,Major Cities of Australia,1,100
506011115,Mount Nasura - Mount Richon - Bedfordale,50,Major Cities of Australia,1,100
506011116,Roleystone,50,Major Cities of Australia,0.9319283,93.1928288
506011116,Roleystone,51,Inner Regional Australia,0.0680717,6.8071712
506011117,Seville Grove,50,Major Cities of Australia,1,100
506021118,Belmont - Ascot - Redcliffe,50,Major Cities of Australia,1,100
506021119,East Victoria Park - Carlisle,50,Major Cities of Australia,1,100
506021120,Kewdale Commercial,50,Major Cities of Australia,1,100
506021121,Perth Airport,50,Major Cities of Australia,1,100
506021122,Rivervale - Kewdale - Cloverdale,50,Major Cities of Australia,1,100
506021123,Victoria Park - Lathlain - Burswood,50,Major Cities of Australia,1,100
506031124,Bentley - Wilson - St James,50,Major Cities of Australia,1,100
506031125,Canning Vale - West,50,Major Cities of Australia,1,100
506031126,Canning Vale Commercial,50,Major Cities of Australia,1,100
506031127,Cannington - Queens Park,50,Major Cities of Australia,1,100
506031128,Parkwood - Ferndale - Lynwood,50,Major Cities of Australia,1,100
506031129,Riverton - Shelley - Rossmoyne,50,Major Cities of Australia,1,100
506031130,Welshpool,50,Major Cities of Australia,1,100
506031131,Willetton,50,Major Cities of Australia,1,100
506041132,Beckenham - Kenwick - Langford,50,Major Cities of Australia,1,100
506041133,Canning Vale - East,50,Major Cities of Australia,1,100
506041134,Gosnells,50,Major Cities of Australia,1,100
506041135,Huntingdale - Southern River,50,Major Cities of Australia,1,100
506041136,Maddington - Orange Grove - Martin,50,Major Cities of Australia,1,100
506041137,Thornlie,50,Major Cities of Australia,1,100
506051138,Forrestfield - Wattle Grove,50,Major Cities of Australia,1,100
506051139,High Wycombe,50,Major Cities of Australia,1,100
506051140,Kalamunda - Maida Vale - Gooseberry Hill,50,Major Cities of Australia,1,100
506051141,Lesmurdie - Bickley - Carmel,50,Major Cities of Australia,0.9484038,94.8403769
506051141,Lesmurdie - Bickley - Carmel,51,Inner Regional Australia,0.0515962,5.1596231
506061142,Byford,50,Major Cities of Australia,1,100
506061143,Mundijong,50,Major Cities of Australia,0.8748224,87.4822412
506061143,Mundijong,51,Inner Regional Australia,0.1251776,12.5177588
506061144,Serpentine - Jarrahdale,51,Inner Regional Australia,1,100
506071145,Como,50,Major Cities of Australia,1,100
506071146,Manning - Waterford,50,Major Cities of Australia,1,100
506071147,South Perth - Kensington,50,Major Cities of Australia,1,100
507011148,Banjup,50,Major Cities of Australia,1,100
507011150,Bibra Industrial,50,Major Cities of Australia,1,100
507011151,Bibra Lake,50,Major Cities of Australia,1,100
507011152,Coogee,50,Major Cities of Australia,1,100
507011153,Coolbellup,50,Major Cities of Australia,1,100
507011154,Hamilton Hill,50,Major Cities of Australia,1,100
507011155,Henderson,50,Major Cities of Australia,1,100
507011158,North Coogee,50,Major Cities of Australia,1,100
507011159,South Lake - Cockburn Central,50,Major Cities of Australia,1,100
507011160,Spearwood,50,Major Cities of Australia,1,100
507011161,Success - Hammond Park,50,Major Cities of Australia,1,100
507011163,Yangebup,50,Major Cities of Australia,1,100
507011259,Beeliar - Wattleup,50,Major Cities of Australia,1,100
507011260,Jandakot,50,Major Cities of Australia,1,100
507021164,East Fremantle,50,Major Cities of Australia,1,100
507021165,Fremantle,50,Major Cities of Australia,0.9775492,97.754924
507021165,Fremantle,53,Remote Australia,0.0224508,2.245076
507021166,Fremantle - South,50,Major Cities of Australia,1,100
507021167,O'Connor (WA),50,Major Cities of Australia,1,100
507031169,Bertram - Wellard (West),50,Major Cities of Australia,1,100
507031170,Calista,50,Major Cities of Australia,1,100
507031172,Hope Valley - Postans,50,Major Cities of Australia,1,100
507031173,Kwinana Industrial,50,Major Cities of Australia,1,100
507031174,Parmelia - Orelia,50,Major Cities of Australia,1,100
507031261,Casuarina - Wandi,50,Major Cities of Australia,1,100
507041175,Applecross - Ardross,50,Major Cities of Australia,1,100
507041176,Bateman,50,Major Cities of Australia,1,100
507041177,Bicton - Palmyra,50,Major Cities of Australia,1,100
507041178,Booragoon,50,Major Cities of Australia,1,100
507041179,Bull Creek,50,Major Cities of Australia,1,100
507041180,Leeming,50,Major Cities of Australia,1,100
507041181,Melville,50,Major Cities of Australia,1,100
507041182,Murdoch - Kardinya,50,Major Cities of Australia,1,100
507041183,Willagee,50,Major Cities of Australia,1,100
507041184,Winthrop,50,Major Cities of Australia,1,100
507051185,Baldivis,50,Major Cities of Australia,0.9890926,98.9092569
507051185,Baldivis,51,Inner Regional Australia,0.0109074,1.0907431
507051186,Cooloongup,50,Major Cities of Australia,1,100
507051187,Port Kennedy,50,Major Cities of Australia,1,100
507051188,Rockingham,50,Major Cities of Australia,0.9533588,95.3358813
507051188,Rockingham,51,Inner Regional Australia,0.0466412,4.6641187
507051189,Rockingham Lakes,50,Major Cities of Australia,1,100
507051190,Safety Bay - Shoalwater,50,Major Cities of Australia,1,100
507051191,Singleton - Golden Bay - Secret Harbour,50,Major Cities of Australia,1,100
507051192,Waikiki,50,Major Cities of Australia,1,100
507051193,Warnbro,50,Major Cities of Australia,1,100
509011225,Albany,52,Outer Regional Australia,1,100
509011226,Albany Region,52,Outer Regional Australia,0.9535902,95.3590177
509011226,Albany Region,53,Remote Australia,0.0464098,4.6409823
509011227,Bayonet Head - Lower King,52,Outer Regional Australia,1,100
509011228,Denmark,52,Outer Regional Australia,1,100
509011229,Gnowangerup,53,Remote Australia,1,100
509011230,Katanning,52,Outer Regional Australia,1,100
509011231,Kojonup,52,Outer Regional Australia,1,100
509011232,Little Grove - Elleker,52,Outer Regional Australia,1,100
509011233,McKail - Willyung,52,Outer Regional Australia,1,100
509011234,Plantagenet,52,Outer Regional Australia,1,100
509011235,Stirling Range National Park,52,Outer Regional Australia,1,100
509021236,Chittering,51,Inner Regional Australia,0.8814584,88.1458402
509021236,Chittering,52,Outer Regional Australia,0.1185416,11.8541598
509021237,Cunderdin,52,Outer Regional Australia,1,100
509021238,Dowerin,52,Outer Regional Australia,0.8175642,81.7564183
509021238,Dowerin,53,Remote Australia,0.1824358,18.2435817
509021239,Gingin - Dandaragan,51,Inner Regional Australia,0.3775015,37.7501502
509021239,Gingin - Dandaragan,52,Outer Regional Australia,0.6224985,62.2498498
509021240,Merredin,52,Outer Regional Australia,0.5514329,55.1432948
509021240,Merredin,53,Remote Australia,0.4485671,44.8567052
509021241,Moora,52,Outer Regional Australia,0.6990576,69.9057579
509021241,Moora,53,Remote Australia,0.3009424,30.0942421
509021242,Mukinbudin,53,Remote Australia,1,100
509021243,Northam,51,Inner Regional Australia,1,100
509021244,Toodyay,51,Inner Regional Australia,0.9366802,93.6680224
509021244,Toodyay,52,Outer Regional Australia,0.0633198,6.3319776
509021245,York - Beverley,51,Inner Regional Australia,0.6743925,67.4392536
509021245,York - Beverley,52,Outer Regional Australia,0.3256075,32.5607464
509031246,Brookton,52,Outer Regional Australia,0.6914979,69.14979
509031246,Brookton,53,Remote Australia,0.3085021,30.85021
509031247,Kulin,52,Outer Regional Australia,0.1235004,12.3500376
509031247,Kulin,53,Remote Australia,0.7562926,75.6292608
509031247,Kulin,54,Very Remote Australia,0.120207,12.0207016
509031248,Murray,51,Inner Regional Australia,0.8315871,83.158711
509031248,Murray,52,Outer Regional Australia,0.1684129,16.841289
509031249,Narrogin,52,Outer Regional Australia,1,100
509031250,Wagin,52,Outer Regional Australia,1,100
510011262,Broome,53,Remote Australia,1,100
510011263,Derby - West Kimberley,54,Very Remote Australia,1,100
510011264,Halls Creek,54,Very Remote Australia,1,100
510011265,Kununurra,54,Very Remote Australia,1,100
510011266,Roebuck,53,Remote Australia,0.1344612,13.4461203
510011266,Roebuck,54,Very Remote Australia,0.8655388,86.5538797
510021267,East Pilbara,54,Very Remote Australia,1,100
510021268,Newman,54,Very Remote Australia,1,100
510021269,Port Hedland,53,Remote Australia,1,100
510021270,South Hedland,53,Remote Australia,1,100
510031271,Ashburton (WA),54,Very Remote Australia,1,100
510031272,Karratha,53,Remote Australia,1,100
510031273,Roebourne,53,Remote Australia,0.8163845,81.6384482
